Document,comment,stemming_str,sentiment,tfidf
ulasan 2574,Saya harap anak anak hacker membongkar kepalsuan pejabat korup.,harap anak anak hacker bongkar palsu jabat korup,negatif,anak:0.5094; bongkar:0.3933; palsu:0.3836; korup:0.3819; harap:0.3802; jabat:0.3224; hacker:0.2107
ulasan 2575,Polisi ya kerjaanya ngadalin masarakat.. 😅😅😅😅,polisi ya kerjaanya ngadalin masarakat,positif,kerjaanya:0.5577; masarakat:0.5577; ngadalin:0.5304; ya:0.2494; polisi:0.1858
ulasan 2576,cam nya lama bngt di om ded padahal yg ngomong tamu nya tpi ga di sorot,cam nya banget om ded omong tamu nya sorot,netral,cam:0.4950; sorot:0.4384; nya:0.3865; tamu:0.3584; omong:0.3282; ded:0.2666; banget:0.2407; om:0.2197
ulasan 2577,"Mungkin inilah efeknya masuk kerja bayar pake duit jadi hasilnya tuh tidak kompeten,, masa sekelas polisi salah tangkep Mulu,,,,, bukan sekali atau 2kali aja... Tapi inituh beneran dikadalin dan bikin kita tau ada dimana level kita saat ini

Nah kalo hacker"" tuh kan bisa dicomot orangnya buat sesuatu yg positif sama pemerintah",efek masuk kerja bayar pakai duit hasil tuh kompeten kelas polisi salah tangkap mulu kali inituh benar dikadalin bikin tau mana level kalo hacker tuh comot orang positif perintah,negatif,tuh:0.3152; inituh:0.2958; comot:0.2729; efek:0.2462; positif:0.2396; kompeten:0.2396; level:0.2216; dikadalin:0.2183; mulu:0.2066; benar:0.2006
ulasan 2578,"data tersebut biasanya para pejabat juga yang beli.
contoh misal dinas pertanian, pariwisata atau apalah dari pusat dikasih dana untuk dibagikan kekelompok tani beli pupuk atau apalah yang dipusat cuma butuh data penerimanya aja udah dikiranya beneran dana segitu sampai ke orang beneran gk taunya dikibulin dari data yang dibeli itu oleh koruptor.
data untuk pemilu bahwa saya punya masa sekian juta langsung cair.
intinya data2 itu buat ladang korupsi saja karena sejatinya data pribadi yang kita miliki tidak berfungsi untuk yang lain, buat apa coba?
gk bisa digunakan untuk hal apapun selain yang tadi aku sebutkan diatas.",data jabat beli contoh dinas tani pariwisata apa pusat kasih dana bagi kelompok tani beli pupuk apa pusat butuh data terima kira benar dana segitu orang benar tau dikibulin data beli koruptor data milu sekian juta langsung cair inti data ladang korupsi sejati data pribadi milik fungsi coba apa sebut atas,negatif,data:0.4393; tani:0.3011; apa:0.2909; beli:0.2860; pusat:0.2336; dana:0.2178; benar:0.2043; pariwisata:0.1506; pupuk:0.1506; kira:0.1506
ulasan 2579,"Bjorka kayaknya bukan individu, tapi udah menjadi kelompok",bjorka kayak individu kelompok,negatif,individu:0.6784; kelompok:0.5748; kayak:0.3886; bjorka:0.2417
ulasan 2580,Mgkin polisi nya itung2 bs bantu pakde tuk partisipasi pengalihan isu. Btw kasus yg dr sumatera tu si Bobby ya?,polisi nya itung bantu pakde partisipasi alih isu btw sumatera sih bobby ya,positif,pakde:0.3772; partisipasi:0.3772; sumatera:0.3772; bobby:0.3772; itung:0.3602; btw:0.2986; bantu:0.2218; isu:0.2033; alih:0.2000; ya:0.1557
ulasan 2581,"SAYA WAKTU SMP SERING KE WARNET BELAJAR BOBOL AKUN FB DISITU SAYA BERHASIL MEMBOBOL SALAH SATU AKUN, DAN NEXT SAYA BELAJAR SPAM SMS YANG SUDAH DI HAPUS SAMA NOMRO TERSEBUT TAPI PAS SAYA SPAM SMS YG DI HAPUS NIMBUL LAGI SMS NYA DAN HAL HASIL HP TERSEBUT EROR GARA GARA SMS MUNCUL TERUS NOTIFIKASI SMS NYA, YG TERAKHIR SAYA MAU BELAJAR BOBOL DATA, TAPI BELUM BERANI SAYA, KEMUNGKIN KALAU SAYA BELAJAR PASTI BISA 😊 SOALNYA DARI KOMPUTER ITU GAMPANG BELAJAR 😊",warnet ajar bobol akun fb situ hasil bobol salah akun next ajar spam sms hapus nomro pas spam sms hapus nimbul sms nya hasil hp eror gara gara sms muncul notifikasi sms nya ajar bobol data berani mungkin ajar komputer mudah ajar,negatif,sms:0.6006; ajar:0.4146; bobol:0.2644; spam:0.2458; gara:0.2144; hapus:0.1968; hasil:0.1588; akun:0.1564; nomro:0.1369; nimbul:0.1369
ulasan 2582,"bisa jadi bjorka itu adalah orang dalam pemerintahan juga , sengaja buat dagelan seperti ini di lingkup masyarakat , hahahaha
tujuannya untuk lucu lucuan aja",bjorka orang perintah sengaja dagel lingkup masyarakat hahahaha tuju lucu lucu,negatif,lucu:0.4752; lingkup:0.4343; dagel:0.3737; hahahaha:0.3369; sengaja:0.3142; tuju:0.2932; masyarakat:0.2542; perintah:0.2029; orang:0.1634; bjorka:0.1239
ulasan 2583,"Polri Menampar diri mereka sendiri dengan apa yg mereka lakukan sendiri.. Malu nya ampe ubun"" itu wkwkwk😂",polri tampar laku malu nya ubun wkwkwk,positif,tampar:0.5533; ubun:0.5283; laku:0.3301; wkwkwk:0.3189; polri:0.2858; malu:0.2827; nya:0.2063
ulasan 2584,mantap,mantap,positif,mantap:1.0000
ulasan 2585,"Ketika narsum blg ""ya bjorka khan serangan nya ke situ (yg gue tangkap situ itu artinya pemerintah) lalu narsum dgn enak nya blg mkx anak2 cm anggap lucu2an sj,
Di situ gue merasa geli dan sdkt  jijik...
Knp gue blg bgtu :

1. Yg bjorka jual bkn cm data pribdi pejabat, tapi data pribdi masyarakat umum jg, malah mgkn mayoritas yg dijual justru data pribdi masyarakat umum, contoh di kasus hack aplikasi peduli lindungi, setau gue smua data pribdi kita ada di aplikasi itu krn dftr nya pake KTP...

2. Bjorka mengklaim membocorkan data pribadi masyarakat Indonesia, seperti NIK, nomor telepon, dan data pelanggan IndiHome, serta dokumen-dokumen pemerintahan seperti surat-surat Presiden. 

Kesimpulan nya bahwa mayoritas data yg diretas dan dijual itu data masyarakat, org biasa pd umum nya...

Dan narsum blg kita anggap itu lucu2an????

Klo mnrt gue prbdi, kata ""lucu2an"" itu bentuk kelemahan narsum dkk, krn g bs mncari tau siapa Bjorka..

Tapi entah krn malu mengakui atau takut diserang balik bjorka ya bahasa penghiburan nya narsum dkk, cm bs blg kita anggap itu lucu2an sj...

Disitu gue cm bs tepok jidat dan blg whatever lu mau ngomong apa, yg pntg lu senang bt hibur dan menutupi kelemahan...

No heart feeling ya, itu pandang pribdi gue.... 

Tepok jidat
🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",narsum bilang ya bjorka serang nya situ gue tangkap situ perintah narsum enak nya bilang mkx anak anggap lucu situ gue geli jijik gue bilang bjorka jual data pribdi jabat data pribdi masyarakat mayoritas jual data pribdi masyarakat contoh hack aplikasi peduli lindung tau gue data pribdi aplikasi dftr nya pakai ktp bjorka klaim bocor data pribadi masyarakat indonesia nik nomor telepon data langgan indihome dokumendokumen perintah suratsurat presiden simpul nya mayoritas data retas jual data masyarakat orang nya narsum bilang anggap lucu kalo mnrt gue prbdi lucu bentuk lemah narsum dkk mncari tau bjorka malu aku takut serang bjorka ya bahasa hibur nya narsum dkk bilang anggap lucu situ gue tepok jidat bilang whatever lu omong pntg lu senang hibur tutup lemah no heart feeling ya pandang pribdi gue tepok jidat,negatif,pribdi:0.3878; narsum:0.3183; data:0.3017; bilang:0.2592; gue:0.2415; situ:0.2307; masyarakat:0.1816; nya:0.1735; lucu:0.1697; anggap:0.1683
ulasan 2586,Mungkin salah satu dari kita pernah masuk web ke nyit nyit atau snutz 😂,salah masuk web nyit nyit snutz,negatif,nyit:0.8133; snutz:0.4066; web:0.2961; masuk:0.2305; salah:0.1801
ulasan 2587,"sory to say, 6:17 ""menurut lu kalau lu naru posisi lu sebagai bjorka"" jebakan badman, malah di jawab, berarti bjorka nya udh depan mata hmm😮‍💨


tapi gw yg bodoh ato apa ya, sory klo otk gw ngelag hm",sory sayang lu lu naru posisi lu bjorka jebak badman bjorka nya mata hmm gue bodoh ya sory kalo otk gue ngelag hm,netral,sory:0.4888; lu:0.3990; naru:0.2444; badman:0.2444; otk:0.2444; hm:0.2444; hmm:0.2334; ngelag:0.2334; gue:0.2175; posisi:0.2006
ulasan 2588,hacker,hacker,netral,hacker:1.0000
ulasan 2589,"Penjahat yang ngga pernah ngaku penjahat siapa hayoo

Polisi lah",jahat aku jahat hayoo polisi,negatif,jahat:0.7451; hayoo:0.5542; aku:0.3298; polisi:0.1704
ulasan 2590,hh,hh,netral,hh:1.0000
ulasan 2591,"Katanya hacker kelas dunia udah ditangkap, tapi CCTV Indomaret masih burem......Hebat banget bisa nangkep hacker, padahal cari berkas korupsi aja masih nyari di laci .... 😂 Aneh banget!!!!! “Bjorka: ‘You can’t arrest WiFi, bro.’ P4mer1ntah: ‘Challenge accepted.’ 💀💀💀”",hacker kelas dunia tangkap cctv indomaret buremhebat banget nangkep hacker cari berkas korupsi cari laci aneh banget bjorka you cant arrest wifi bro pmerntah challenge accepted,negatif,indomaret:0.2525; buremhebat:0.2525; berkas:0.2525; laci:0.2525; cant:0.2525; arrest:0.2525; pmerntah:0.2525; challenge:0.2525; accepted:0.2525; cari:0.2524
ulasan 2592,Ponakan saya kena tipu main game tranferan sampe 10 juta...,ponakan kena tipu main game tranferan juta,positif,tranferan:0.5205; ponakan:0.4674; game:0.3564; juta:0.3285; tipu:0.3075; kena:0.3013; main:0.3006
ulasan 2593,Teranggg...SE terang lampu philip😂,terangggse terang lampu philip,positif,terangggse:0.5339; philip:0.5339; lampu:0.4927; terang:0.4326
ulasan 2594,"RAKYAT SUDAH TAHU BRO,YG DI TANGKAP ITU BUKAN BJORKA,.POLISI AJA YG BEGO,..BIKIN TERTAWAAN .",rakyat broyg tangkap bjorkapolisi begobikin tertawa,netral,broyg:0.5108; begobikin:0.5108; bjorkapolisi:0.4877; tertawa:0.3649; rakyat:0.2696; tangkap:0.1857
ulasan 2595,"Bjorka ke Polisi : ""Gua kira udah berkembang, ternyata masih Bego!""",bjorka polisi gua kembang bego,netral,kembang:0.6232; bego:0.5747; gua:0.4181; polisi:0.2394; bjorka:0.2220
ulasan 2596,Wahahahaha Indonesia butuh artis aja yg pinter anu.... Hahahaha,wahahahaha indonesia butuh artis pintar anu hahahaha,negatif,wahahahaha:0.4951; anu:0.4569; artis:0.4569; hahahaha:0.3841; butuh:0.2866; pintar:0.2622; indonesia:0.1970
ulasan 2597,Yg di tangkap bjirka,tangkap bjirka,negatif,bjirka:0.8813; tangkap:0.4725
ulasan 2598,Hahahaha polisi,hahahaha polisi,netral,hahahaha:0.9296; polisi:0.3685
ulasan 2599,"17:53 selama ini nggak ada prestasi kali ya butuh 😂
Prestasinya memalukan semua mau perubahan malah tambah memalukan 😂",prestasi kali ya butuh prestasi malu ubah malu,netral,prestasi:0.6031; malu:0.5252; ubah:0.3823; butuh:0.2975; kali:0.2842; ya:0.2122
ulasan 2600,"Yang jelas ... Pemerintahan tidak becus mengapresiasi anak muda bangsa yang bertalenta, dan meremehkan ...polisi cyber crime pun selalu mengawasi dan berprasangka buruk tanpa apresiasi terhadap mereka, intinya seperti peliharaan...",perintah becus apresiasi anak muda bangsa talenta remeh polisi cyber crime awas prasangka buruk apresiasi inti pelihara,negatif,apresiasi:0.5130; prasangka:0.3081; remeh:0.2704; talenta:0.2651; crime:0.2466; awas:0.2466; buruk:0.2439; muda:0.2347; bangsa:0.2215; becus:0.2201
ulasan 2601,gua curiga malah bjorka itu orang di pemerintahan😂,gua curiga bjorka orang perintah,negatif,curiga:0.6625; gua:0.4710; perintah:0.4096; orang:0.3300; bjorka:0.2501
ulasan 2602,Hahahah tahunan hp saya dibajak biasa ajah. Sampe baru main sama istri aja kena. Nasib nasib. Om gue dipanggil situ dong. Hahahahaha. Tapi mbahas halu.,hahahah tahun hp bajak main istri kena nasib nasib om gue panggil situ hahahahaha mbahas halu,negatif,nasib:0.5051; hahahahaha:0.2986; mbahas:0.2852; bajak:0.2756; halu:0.2570; hahahah:0.2570; istri:0.2570; tahun:0.2486; panggil:0.2420; situ:0.2221
ulasan 2603,Lumayan kan proyek penangkapan sudah cair. Salah tangkap lain hal,lumayan proyek tangkap cair salah tangkap,negatif,cair:0.5148; proyek:0.4932; lumayan:0.4722; tangkap:0.4427; salah:0.2697
ulasan 2604,😅😅😅😂😂 butuh validasi 😅😅😅,butuh validasi,negatif,validasi:0.8211; butuh:0.5708
ulasan 2605,Jng jng bintang tamu nya yg byorka...😅,bintang tamu nya byorka,netral,bintang:0.5847; tamu:0.5691; byorka:0.4899; nya:0.3069
ulasan 2606,Byorka    😅 ?,byorka,netral,byorka:1.0000
ulasan 2607,ge malah dukung brojka darpada polisi..,ge dukung brojka polisi,positif,ge:0.6395; brojka:0.5902; dukung:0.4517; polisi:0.1966
ulasan 2608,gua tau ni suara siapa wkwkwk,gua tau nih suara wkwkwk,negatif,suara:0.5121; wkwkwk:0.4749; gua:0.4426; nih:0.4274; tau:0.3657
ulasan 2609,"Kalau benar itu anak punk berarti benar polisi harus di reformasi,payah betul😂",anak punk polisi reformasipayah,negatif,reformasipayah:0.7738; punk:0.4713; anak:0.3500; polisi:0.2379
ulasan 2610,Bulls yit,bulls yit,netral,bulls:0.7071; yit:0.7071
ulasan 2611,diam-diam om ded recruit personal hacker...kalau diliat dari senyum tertarik sepertinya.,diamdiam om ded recruit personal hackerkalau senyum tarik,positif,diamdiam:0.4241; recruit:0.4241; personal:0.4241; hackerkalau:0.4241; senyum:0.3204; tarik:0.3131; ded:0.2181; om:0.1798
ulasan 2612,Masa Sekelas yg dikatakan cyber tdk bisa membedakan akun . 🤣🤣🤣,kelas cyber beda akun,negatif,beda:0.5895; akun:0.4848; kelas:0.4708; cyber:0.4425
ulasan 2613,Gw sampe berfikir jgn² anak cyber di polda itu...... 😂😂😂,gue pikir anak cyber polda,negatif,polda:0.6407; pikir:0.4641; cyber:0.3884; anak:0.3368; gue:0.3313
ulasan 2614,cuma korban yang pengen naik pangkat,korban pengin pangkat,netral,pangkat:0.5998; korban:0.5938; pengin:0.5364
ulasan 2615,Polri makin jelek sama kelihatan ga bermutunya awokwok,polri jelek mutu awokwok,negatif,awokwok:0.6139; mutu:0.5513; jelek:0.4677; polri:0.3171
ulasan 2616,polri kena outplay bjorka,polri kena outplay bjorka,negatif,outplay:0.7708; kena:0.4461; polri:0.3981; bjorka:0.2199
ulasan 2617,"Bjorka Ketawa Lihat Ini
😂😂😂🤣🤣🤣😅😅😅",bjorka ketawa lihat,positif,ketawa:0.6811; lihat:0.6507; bjorka:0.3357
ulasan 2618,"Kalo udah ada bang teguh, Sudah di pastikan ada instansi yg gak beres.",kalo bang teguh pasti instansi beres,netral,pasti:0.5446; beres:0.5195; instansi:0.3721; teguh:0.3500; bang:0.3203; kalo:0.2644
ulasan 2619,Puncak komedi indo padahal bjorka itu anak buah sambo😂,puncak komedi indonesia bjorka anak buah sambo,negatif,puncak:0.4851; buah:0.4665; sambo:0.4565; komedi:0.4334; anak:0.2636; indonesia:0.2318; bjorka:0.1662
ulasan 2620,Bangga ya bisa nangkep bJorka...ndak taunya Bjorka palsu...😂,bangga ya nangkep bjorkandak tau bjorka palsu,positif,bjorkandak:0.6198; bangga:0.4403; palsu:0.4224; tau:0.2751; nangkep:0.2667; ya:0.2559; bjorka:0.1768
ulasan 2621,Bjorka itu akun anak buah sambo ga perlu repot2 dicari❤,bjorka akun anak buah sambo repot cari,negatif,repot:0.5664; buah:0.4535; sambo:0.4437; akun:0.3237; cari:0.2831; anak:0.2562; bjorka:0.1616
ulasan 2622,Gen boomer gaptek bikin gebrakan. bukan presisi malah blunder 😔,gen boomer gaptek bikin gebrak presisi blunder,netral,presisi:0.4329; gebrak:0.4149; gaptek:0.4014; gen:0.3859; boomer:0.3740; blunder:0.3585; bikin:0.2490
ulasan 2623,Waduhh jgn terlalu jujur dah bang. Pengen ngakak terus.,jujur deh bang pengin akak,netral,jujur:0.5132; akak:0.4739; pengin:0.4636; deh:0.3932; bang:0.3776
ulasan 2624,terorin aja bobrokan sistem keamanan siber polri. biar tau bahwa anak bangsa ini lebih dijagoin ketimbar tim saber yang katanya tukang rekayasa kasus wkwkwkwkwkwkwkwkwk,terorin bobrok sistem aman siber polri biar tau anak bangsa dijagoin ketimbar tim saber tukang rekayasa wkwkwkwkwkwkwkwkwk,negatif,terorin:0.3240; dijagoin:0.3240; ketimbar:0.3240; wkwkwkwkwkwkwkwkwk:0.3240; saber:0.3094; siber:0.2409; rekayasa:0.2392; bangsa:0.2329; bobrok:0.2251; tim:0.2208
ulasan 2625,"Pas sekolah pernah praktek ngeremot hp orang,eh sekarang malah lupa segala gala nya efek kerja nya ga sesuai jurusan😂😂😂",pas sekolah praktek ngeremot hp orangeh lupa gala nya efek kerja nya sesuai jurus,positif,ngeremot:0.3457; orangeh:0.3457; gala:0.3457; praktek:0.3191; efek:0.2879; jurus:0.2838; nya:0.2578; lupa:0.2517; sekolah:0.2501; sesuai:0.2456
ulasan 2626,Dating app sekarang aja bisa berubah jadi kalkulator by default jir 😂,dating app ubah kalkulator by default jir,negatif,dating:0.4244; kalkulator:0.4244; default:0.4053; by:0.3589; jir:0.3589; app:0.3439; ubah:0.3156
ulasan 2627,"Puncak komedi adalah bjorka di cari mati Matian sedangkan judol bertebaran dimana2 malah di komentar ini pun di kuasai judol pdahal judol dampaknya luar biasa, udh banyak kasus kriminal mengerikan berawal dari judol",puncak komedi bjorka cari mati mati judol tebar mana komentar kuasa judol judol dampak kriminal keri judol,negatif,judol:0.5687; mati:0.4177; tebar:0.2720; keri:0.2629; puncak:0.2372; dampak:0.2338; kriminal:0.2338; kuasa:0.2255; komedi:0.2118; komentar:0.2001
ulasan 2628,"Boro² Tangkep Bjorka, Orang Maling Udah Ketangkep warga aja Suruh di lepasin😂😂🤦‍♂️",boro tangkap bjorka orang maling ketangkep warga suruh lepas,negatif,lepas:0.4470; boro:0.4286; warga:0.3946; suruh:0.3540; maling:0.3336; ketangkep:0.3260; orang:0.2168; tangkap:0.2096; bjorka:0.1644
ulasan 2629,"Saya punya teman, dia membantu instansi pemerintah daerah agar website mereka tidak di hack tapi tidak di apresiasi malhan di tantang, truss di sikat temenku lalu di laporkan ke polisi dan di tangkap 3bulan penjara 😂😂 kocakk kan negara ini 😂",teman bantu instansi perintah daerah website hack apresiasi malhan tantang truss sikat temenku lapor polisi tangkap penjara kocakk negara,negatif,malhan:0.3148; truss:0.3148; sikat:0.2827; kocakk:0.2763; tantang:0.2763; temenku:0.2763; daerah:0.2621; apresiasi:0.2621; penjara:0.2398; website:0.2277
ulasan 2630,Uhui😂,uhu,netral,uhu:1.0000
ulasan 2631,wah respect sih mas teguh info tentang RAIDFORUMS sama Breachforumnya valid semua... Omnipotent sama Pompompurin,respect sih mas teguh info raidforums breachforumnya valid omnipotent pompompurin,negatif,raidforums:0.3871; breachforumnya:0.3871; omnipotent:0.3871; pompompurin:0.3871; respect:0.3223; valid:0.3177; info:0.2750; mas:0.2217; teguh:0.2140; sih:0.1589
ulasan 2632,Pengalihan isu demi.. Huuuu,alih isu huuuu,negatif,huuuu:0.7977; isu:0.4298; alih:0.4230
ulasan 2633,Coba ada pertanyaan masalah ijasah yg sampai skrng masih d ributin😂,coba ijasah ribut,netral,ribut:0.6455; ijasah:0.6455; coba:0.4082
ulasan 2634,Emang om ded pikir mereka bisa kerja ? 😂,om ded pikir kerja,positif,pikir:0.6106; ded:0.5039; kerja:0.4481; om:0.4152
ulasan 2635,46:37 jawabannya korupsi lebih enak,jawab korupsi enak,negatif,jawab:0.6485; enak:0.5679; korupsi:0.5069
ulasan 2636,"Bjorka itu team, Bukan individu.,",bjorka team individu,positif,team:0.6947; individu:0.6776; bjorka:0.2414
ulasan 2637,"Aparat Kita emang Super Konyol,,,
Ngadepin KABIB BAKLAWI saja Plonga-Polongo
Malah berahir jadi Jongos/Piara,an KABIB Imigran",aparat super konyol ngadepin kabib baklawi plongapolongo berahir jongospiaraan kabib imigran,negatif,kabib:0.5803; baklawi:0.2902; plongapolongo:0.2902; berahir:0.2902; jongospiaraan:0.2902; imigran:0.2902; super:0.2771; ngadepin:0.2771; konyol:0.2273; aparat:0.1926
ulasan 2638,Hmmmm wkkkkk,hmmmm wkkkkk,netral,hmmmm:0.7071; wkkkkk:0.7071
ulasan 2639,😂😅 ladusing konoha . .udah di bantu heker di kasih ngerti penylewengan eh malah di tangkep . 😂. .emang bobrok sistem di negri ini suatu kesalahan di lindungu dan kebenaran di hakimi 😢,ladusing konoha bantu heker kasih erti penylewengan eh tangkap bobrok sistem negeri salah lindungu benar hakim,negatif,penylewengan:0.3586; lindungu:0.3586; hakim:0.3424; heker:0.2594; erti:0.2519; bobrok:0.2492; benar:0.2433; ladusing:0.2381; eh:0.2249; negeri:0.2209
ulasan 2640,"Selama dulu main hack kecil""an python banyak yg gratis sekarang cek lagi dah berbayar",main hack kecil python gratis cek deh bayar,negatif,kecil:0.4618; python:0.4618; cek:0.3654; gratis:0.3571; bayar:0.2962; hack:0.2857; main:0.2793; deh:0.2549
ulasan 2641,kalo bisa brantas judol baru gw yakin bjorka bisa ditangkap,kalo brantas judol gue bjorka tangkap,negatif,brantas:0.6855; judol:0.3976; gue:0.3544; kalo:0.3328; tangkap:0.2897; bjorka:0.2272
ulasan 2642,Mengharapkan Indonesia maju dan membaik ? udah capek meskipun hati masih menginginkan adanya kemajuan tapi harapan udah semakin tipis.,harap indonesia maju baik capek hati maju harap tipis,netral,maju:0.5641; harap:0.5231; tipis:0.3575; capek:0.3478; baik:0.2627; hati:0.2582; indonesia:0.1541
ulasan 2643,7:47 kaget anjirr kirain suara apaan😂,kaget anjir suara,netral,kaget:0.6550; anjir:0.5701; suara:0.4959
